1000 milliseconds	3427 MB/s	4387 short_reads/s	0 short_writes_echo/s	53 cpu_user_milliseconds	857 cpu_system_milliseconds	210 minor_page_faults/s	0 major_page_faults/s	1702 yields/s	40 preempts/s
2000 milliseconds	3761 MB/s	2480 short_reads/s	0 short_writes_echo/s	53 cpu_user_milliseconds	937 cpu_system_milliseconds	2 minor_page_faults/s	0 major_page_faults/s	907 yields/s	9 preempts/s
3000 milliseconds	3942 MB/s	2101 short_reads/s	0 short_writes_echo/s	47 cpu_user_milliseconds	943 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	893 yields/s	6 preempts/s
4000 milliseconds	3908 MB/s	1458 short_reads/s	0 short_writes_echo/s	43 cpu_user_milliseconds	949 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	516 yields/s	15 preempts/s
5000 milliseconds	4021 MB/s	435 short_reads/s	0 short_writes_echo/s	56 cpu_user_milliseconds	936 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	246 yields/s	1 preempts/s
6000 milliseconds	4014 MB/s	848 short_reads/s	0 short_writes_echo/s	39 cpu_user_milliseconds	954 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	206 yields/s	21 preempts/s
7000 milliseconds	3930 MB/s	551 short_reads/s	0 short_writes_echo/s	53 cpu_user_milliseconds	943 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	136 yields/s	6 preempts/s
8000 milliseconds	3870 MB/s	1452 short_reads/s	0 short_writes_echo/s	51 cpu_user_milliseconds	942 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	299 yields/s	7 preempts/s
9000 milliseconds	3908 MB/s	2091 short_reads/s	0 short_writes_echo/s	46 cpu_user_milliseconds	941 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	1139 yields/s	4 preempts/s
10000 milliseconds	4023 MB/s	442 short_reads/s	0 short_writes_echo/s	44 cpu_user_milliseconds	952 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	154 yields/s	4 preempts/s
11000 milliseconds	3871 MB/s	2008 short_reads/s	0 short_writes_echo/s	66 cpu_user_milliseconds	922 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	948 yields/s	21 preempts/s
12000 milliseconds	4043 MB/s	337 short_reads/s	0 short_writes_echo/s	43 cpu_user_milliseconds	953 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	227 yields/s	1 preempts/s
13000 milliseconds	3954 MB/s	1861 short_reads/s	0 short_writes_echo/s	41 cpu_user_milliseconds	946 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	995 yields/s	2 preempts/s
14000 milliseconds	3886 MB/s	1730 short_reads/s	0 short_writes_echo/s	39 cpu_user_milliseconds	951 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	717 yields/s	2 preempts/s
15000 milliseconds	4033 MB/s	752 short_reads/s	0 short_writes_echo/s	44 cpu_user_milliseconds	953 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	252 yields/s	3 preempts/s
16000 milliseconds	4029 MB/s	575 short_reads/s	0 short_writes_echo/s	50 cpu_user_milliseconds	944 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	193 yields/s	36 preempts/s
17000 milliseconds	4014 MB/s	390 short_reads/s	0 short_writes_echo/s	43 cpu_user_milliseconds	953 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	129 yields/s	13 preempts/s
18000 milliseconds	3957 MB/s	2186 short_reads/s	0 short_writes_echo/s	46 cpu_user_milliseconds	942 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	1211 yields/s	2 preempts/s
19000 milliseconds	3890 MB/s	2524 short_reads/s	0 short_writes_echo/s	54 cpu_user_milliseconds	930 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	1104 yields/s	36 preempts/s
20000 milliseconds	4031 MB/s	503 short_reads/s	0 short_writes_echo/s	49 cpu_user_milliseconds	945 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	241 yields/s	18 preempts/s
21000 milliseconds	3937 MB/s	2410 short_reads/s	0 short_writes_echo/s	45 cpu_user_milliseconds	948 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	289 yields/s	4 preempts/s
22000 milliseconds	4042 MB/s	348 short_reads/s	0 short_writes_echo/s	33 cpu_user_milliseconds	963 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	155 yields/s	1 preempts/s
23000 milliseconds	3936 MB/s	1754 short_reads/s	0 short_writes_echo/s	45 cpu_user_milliseconds	949 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	306 yields/s	3 preempts/s
24000 milliseconds	3935 MB/s	1770 short_reads/s	0 short_writes_echo/s	57 cpu_user_milliseconds	934 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	764 yields/s	2 preempts/s
25000 milliseconds	3987 MB/s	735 short_reads/s	0 short_writes_echo/s	50 cpu_user_milliseconds	942 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	292 yields/s	50 preempts/s
26000 milliseconds	4035 MB/s	345 short_reads/s	0 short_writes_echo/s	60 cpu_user_milliseconds	935 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	222 yields/s	3 preempts/s
27000 milliseconds	4003 MB/s	850 short_reads/s	0 short_writes_echo/s	41 cpu_user_milliseconds	952 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	164 yields/s	25 preempts/s
28000 milliseconds	3889 MB/s	2424 short_reads/s	0 short_writes_echo/s	44 cpu_user_milliseconds	948 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	564 yields/s	7 preempts/s
29000 milliseconds	3882 MB/s	2171 short_reads/s	0 short_writes_echo/s	40 cpu_user_milliseconds	946 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	1099 yields/s	5 preempts/s
30000 milliseconds	4038 MB/s	427 short_reads/s	0 short_writes_echo/s	51 cpu_user_milliseconds	945 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	249 yields/s	5 preempts/s
31000 milliseconds	3979 MB/s	1166 short_reads/s	0 short_writes_echo/s	42 cpu_user_milliseconds	956 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	111 yields/s	8 preempts/s
32000 milliseconds	3958 MB/s	1356 short_reads/s	0 short_writes_echo/s	35 cpu_user_milliseconds	959 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	195 yields/s	23 preempts/s
33000 milliseconds	3880 MB/s	2227 short_reads/s	0 short_writes_echo/s	46 cpu_user_milliseconds	945 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	631 yields/s	3 preempts/s
34000 milliseconds	3893 MB/s	2163 short_reads/s	0 short_writes_echo/s	52 cpu_user_milliseconds	938 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	712 yields/s	10 preempts/s
35000 milliseconds	3974 MB/s	1495 short_reads/s	0 short_writes_echo/s	44 cpu_user_milliseconds	950 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	179 yields/s	22 preempts/s
36000 milliseconds	3859 MB/s	2417 short_reads/s	0 short_writes_echo/s	50 cpu_user_milliseconds	946 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	138 yields/s	2 preempts/s
37000 milliseconds	4006 MB/s	487 short_reads/s	0 short_writes_echo/s	42 cpu_user_milliseconds	954 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	259 yields/s	0 preempts/s
38000 milliseconds	3800 MB/s	2874 short_reads/s	0 short_writes_echo/s	35 cpu_user_milliseconds	948 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	1292 yields/s	8 preempts/s
