1000 milliseconds	1988 MB/s	34198 short_reads/s	0 short_writes_echo/s	98 cpu_user_milliseconds	1016 cpu_system_milliseconds	174 minor_page_faults/s	0 major_page_faults/s	90090 yields/s	1160 preempts/s
2000 milliseconds	1945 MB/s	30020 short_reads/s	0 short_writes_echo/s	99 cpu_user_milliseconds	1056 cpu_system_milliseconds	3 minor_page_faults/s	0 major_page_faults/s	82815 yields/s	459 preempts/s
3000 milliseconds	2153 MB/s	36366 short_reads/s	0 short_writes_echo/s	114 cpu_user_milliseconds	1070 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	96255 yields/s	33 preempts/s
4000 milliseconds	1903 MB/s	29849 short_reads/s	0 short_writes_echo/s	101 cpu_user_milliseconds	1111 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	87175 yields/s	7 preempts/s
5000 milliseconds	2029 MB/s	35332 short_reads/s	0 short_writes_echo/s	119 cpu_user_milliseconds	1034 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	95268 yields/s	28 preempts/s
6000 milliseconds	1887 MB/s	31135 short_reads/s	0 short_writes_echo/s	85 cpu_user_milliseconds	986 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	80531 yields/s	3477 preempts/s
7000 milliseconds	2128 MB/s	37744 short_reads/s	0 short_writes_echo/s	110 cpu_user_milliseconds	1023 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	96953 yields/s	1165 preempts/s
8000 milliseconds	2127 MB/s	39370 short_reads/s	0 short_writes_echo/s	135 cpu_user_milliseconds	972 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	101051 yields/s	108 preempts/s
9000 milliseconds	2080 MB/s	35842 short_reads/s	0 short_writes_echo/s	114 cpu_user_milliseconds	1042 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	95840 yields/s	48 preempts/s
10000 milliseconds	2103 MB/s	39353 short_reads/s	0 short_writes_echo/s	133 cpu_user_milliseconds	951 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	101708 yields/s	43 preempts/s
11000 milliseconds	2064 MB/s	36339 short_reads/s	0 short_writes_echo/s	119 cpu_user_milliseconds	989 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	94391 yields/s	153 preempts/s
12000 milliseconds	2100 MB/s	38419 short_reads/s	0 short_writes_echo/s	112 cpu_user_milliseconds	993 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	98973 yields/s	235 preempts/s
13000 milliseconds	2066 MB/s	37427 short_reads/s	0 short_writes_echo/s	101 cpu_user_milliseconds	1008 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	98705 yields/s	50 preempts/s
14000 milliseconds	2028 MB/s	34070 short_reads/s	0 short_writes_echo/s	114 cpu_user_milliseconds	1061 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	93604 yields/s	17 preempts/s
15000 milliseconds	2112 MB/s	36032 short_reads/s	0 short_writes_echo/s	105 cpu_user_milliseconds	1091 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	93704 yields/s	55 preempts/s
16000 milliseconds	2148 MB/s	38066 short_reads/s	0 short_writes_echo/s	109 cpu_user_milliseconds	1064 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	96369 yields/s	108 preempts/s
17000 milliseconds	2140 MB/s	38268 short_reads/s	0 short_writes_echo/s	102 cpu_user_milliseconds	1056 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	96848 yields/s	160 preempts/s
18000 milliseconds	2085 MB/s	34645 short_reads/s	0 short_writes_echo/s	109 cpu_user_milliseconds	1097 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	92584 yields/s	104 preempts/s
19000 milliseconds	2087 MB/s	34605 short_reads/s	0 short_writes_echo/s	102 cpu_user_milliseconds	1110 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	92403 yields/s	55 preempts/s
20000 milliseconds	2017 MB/s	32903 short_reads/s	0 short_writes_echo/s	85 cpu_user_milliseconds	1111 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	89645 yields/s	186 preempts/s
21000 milliseconds	2135 MB/s	36096 short_reads/s	0 short_writes_echo/s	119 cpu_user_milliseconds	1083 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	94129 yields/s	53 preempts/s
