1000 milliseconds	2825 MB/s	172 short_reads/s	0 short_writes_echo/s	96 cpu_user_milliseconds	877 cpu_system_milliseconds	188 minor_page_faults/s	0 major_page_faults/s	6233 yields/s	17 preempts/s
2000 milliseconds	2853 MB/s	146 short_reads/s	0 short_writes_echo/s	99 cpu_user_milliseconds	866 cpu_system_milliseconds	2 minor_page_faults/s	0 major_page_faults/s	5984 yields/s	29 preempts/s
3000 milliseconds	3058 MB/s	111 short_reads/s	0 short_writes_echo/s	100 cpu_user_milliseconds	879 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	3976 yields/s	0 preempts/s
4000 milliseconds	3129 MB/s	39 short_reads/s	0 short_writes_echo/s	101 cpu_user_milliseconds	881 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	4932 yields/s	7 preempts/s
5000 milliseconds	3083 MB/s	31 short_reads/s	0 short_writes_echo/s	88 cpu_user_milliseconds	878 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	7941 yields/s	22 preempts/s
6000 milliseconds	3013 MB/s	94 short_reads/s	0 short_writes_echo/s	102 cpu_user_milliseconds	865 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	6734 yields/s	2 preempts/s
7000 milliseconds	3073 MB/s	40 short_reads/s	0 short_writes_echo/s	107 cpu_user_milliseconds	869 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	7234 yields/s	5 preempts/s
8000 milliseconds	3015 MB/s	46 short_reads/s	0 short_writes_echo/s	99 cpu_user_milliseconds	868 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	8485 yields/s	11 preempts/s
9000 milliseconds	3144 MB/s	26 short_reads/s	0 short_writes_echo/s	116 cpu_user_milliseconds	870 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	3113 yields/s	2 preempts/s
10000 milliseconds	3035 MB/s	14 short_reads/s	0 short_writes_echo/s	106 cpu_user_milliseconds	867 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	8175 yields/s	2 preempts/s
11000 milliseconds	3033 MB/s	26 short_reads/s	0 short_writes_echo/s	100 cpu_user_milliseconds	872 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	7882 yields/s	27 preempts/s
12000 milliseconds	3104 MB/s	47 short_reads/s	0 short_writes_echo/s	93 cpu_user_milliseconds	877 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	5834 yields/s	9 preempts/s
13000 milliseconds	3036 MB/s	48 short_reads/s	0 short_writes_echo/s	98 cpu_user_milliseconds	851 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	7690 yields/s	1 preempts/s
14000 milliseconds	3097 MB/s	23 short_reads/s	0 short_writes_echo/s	98 cpu_user_milliseconds	874 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	7562 yields/s	0 preempts/s
15000 milliseconds	3099 MB/s	24 short_reads/s	0 short_writes_echo/s	102 cpu_user_milliseconds	876 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	5612 yields/s	36 preempts/s
16000 milliseconds	3064 MB/s	41 short_reads/s	0 short_writes_echo/s	82 cpu_user_milliseconds	888 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	7266 yields/s	5 preempts/s
17000 milliseconds	3083 MB/s	52 short_reads/s	0 short_writes_echo/s	100 cpu_user_milliseconds	865 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	6717 yields/s	3 preempts/s
18000 milliseconds	3067 MB/s	56 short_reads/s	0 short_writes_echo/s	93 cpu_user_milliseconds	874 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	6230 yields/s	1 preempts/s
19000 milliseconds	3063 MB/s	48 short_reads/s	0 short_writes_echo/s	99 cpu_user_milliseconds	868 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	7017 yields/s	23 preempts/s
