1000 milliseconds	3013 MB/s	0 short_reads/s	0 short_writes_echo/s	120 cpu_user_milliseconds	860 cpu_system_milliseconds	184 minor_page_faults/s	0 major_page_faults/s	3881 yields/s	81 preempts/s
2000 milliseconds	3223 MB/s	0 short_reads/s	0 short_writes_echo/s	153 cpu_user_milliseconds	837 cpu_system_milliseconds	2 minor_page_faults/s	0 major_page_faults/s	1420 yields/s	0 preempts/s
3000 milliseconds	3148 MB/s	0 short_reads/s	0 short_writes_echo/s	149 cpu_user_milliseconds	834 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	1636 yields/s	10 preempts/s
4000 milliseconds	3156 MB/s	0 short_reads/s	0 short_writes_echo/s	131 cpu_user_milliseconds	862 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	1630 yields/s	4 preempts/s
5000 milliseconds	3235 MB/s	0 short_reads/s	0 short_writes_echo/s	142 cpu_user_milliseconds	852 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	1055 yields/s	7 preempts/s
6000 milliseconds	3016 MB/s	0 short_reads/s	0 short_writes_echo/s	164 cpu_user_milliseconds	816 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	3714 yields/s	37 preempts/s
7000 milliseconds	3188 MB/s	0 short_reads/s	0 short_writes_echo/s	130 cpu_user_milliseconds	861 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	2025 yields/s	2 preempts/s
8000 milliseconds	3205 MB/s	0 short_reads/s	0 short_writes_echo/s	143 cpu_user_milliseconds	844 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	3107 yields/s	2 preempts/s
9000 milliseconds	3171 MB/s	0 short_reads/s	0 short_writes_echo/s	143 cpu_user_milliseconds	849 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	1183 yields/s	2 preempts/s
10000 milliseconds	3175 MB/s	0 short_reads/s	0 short_writes_echo/s	125 cpu_user_milliseconds	863 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	1469 yields/s	0 preempts/s
11000 milliseconds	2966 MB/s	0 short_reads/s	0 short_writes_echo/s	140 cpu_user_milliseconds	829 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	2096 yields/s	34 preempts/s
12000 milliseconds	3158 MB/s	0 short_reads/s	0 short_writes_echo/s	125 cpu_user_milliseconds	869 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	1272 yields/s	6 preempts/s
