1000 milliseconds	2252 MB/s	37238 short_reads/s	0 short_writes_echo/s	119 cpu_user_milliseconds	1013 cpu_system_milliseconds	179 minor_page_faults/s	0 major_page_faults/s	103096 yields/s	994 preempts/s
2000 milliseconds	2391 MB/s	39303 short_reads/s	0 short_writes_echo/s	134 cpu_user_milliseconds	1046 cpu_system_milliseconds	2 minor_page_faults/s	0 major_page_faults/s	108337 yields/s	459 preempts/s
3000 milliseconds	2661 MB/s	47011 short_reads/s	0 short_writes_echo/s	151 cpu_user_milliseconds	1092 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	121580 yields/s	38 preempts/s
4000 milliseconds	2631 MB/s	42977 short_reads/s	0 short_writes_echo/s	155 cpu_user_milliseconds	1127 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	121316 yields/s	17 preempts/s
5000 milliseconds	2634 MB/s	44627 short_reads/s	0 short_writes_echo/s	151 cpu_user_milliseconds	1116 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	121438 yields/s	80 preempts/s
6000 milliseconds	2630 MB/s	45690 short_reads/s	0 short_writes_echo/s	129 cpu_user_milliseconds	1140 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	123184 yields/s	40 preempts/s
7000 milliseconds	2641 MB/s	46367 short_reads/s	0 short_writes_echo/s	144 cpu_user_milliseconds	1123 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	122960 yields/s	105 preempts/s
8000 milliseconds	2653 MB/s	44654 short_reads/s	0 short_writes_echo/s	146 cpu_user_milliseconds	1120 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	122297 yields/s	83 preempts/s
9000 milliseconds	2634 MB/s	44305 short_reads/s	0 short_writes_echo/s	133 cpu_user_milliseconds	1143 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	122124 yields/s	17 preempts/s
10000 milliseconds	2600 MB/s	43039 short_reads/s	0 short_writes_echo/s	163 cpu_user_milliseconds	1084 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	119401 yields/s	131 preempts/s
11000 milliseconds	2635 MB/s	44139 short_reads/s	0 short_writes_echo/s	148 cpu_user_milliseconds	1129 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	121165 yields/s	75 preempts/s
12000 milliseconds	2622 MB/s	44704 short_reads/s	0 short_writes_echo/s	136 cpu_user_milliseconds	1133 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	121021 yields/s	174 preempts/s
13000 milliseconds	2642 MB/s	44772 short_reads/s	0 short_writes_echo/s	156 cpu_user_milliseconds	1114 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	122058 yields/s	18 preempts/s
14000 milliseconds	2611 MB/s	42397 short_reads/s	0 short_writes_echo/s	136 cpu_user_milliseconds	1146 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	120238 yields/s	80 preempts/s
15000 milliseconds	2606 MB/s	41592 short_reads/s	0 short_writes_echo/s	133 cpu_user_milliseconds	1150 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	118972 yields/s	110 preempts/s
16000 milliseconds	2643 MB/s	43779 short_reads/s	0 short_writes_echo/s	142 cpu_user_milliseconds	1126 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	121194 yields/s	25 preempts/s
17000 milliseconds	2611 MB/s	41158 short_reads/s	0 short_writes_echo/s	119 cpu_user_milliseconds	1129 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	117962 yields/s	404 preempts/s
18000 milliseconds	2644 MB/s	44709 short_reads/s	0 short_writes_echo/s	151 cpu_user_milliseconds	1114 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	121630 yields/s	30 preempts/s
19000 milliseconds	2668 MB/s	45611 short_reads/s	0 short_writes_echo/s	147 cpu_user_milliseconds	1097 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	121255 yields/s	80 preempts/s
20000 milliseconds	2626 MB/s	44798 short_reads/s	0 short_writes_echo/s	161 cpu_user_milliseconds	1093 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	120242 yields/s	46 preempts/s
21000 milliseconds	2624 MB/s	41640 short_reads/s	0 short_writes_echo/s	150 cpu_user_milliseconds	1117 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	119145 yields/s	40 preempts/s
22000 milliseconds	2630 MB/s	44908 short_reads/s	0 short_writes_echo/s	159 cpu_user_milliseconds	1099 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	120432 yields/s	139 preempts/s
23000 milliseconds	2659 MB/s	45979 short_reads/s	0 short_writes_echo/s	115 cpu_user_milliseconds	1145 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	122916 yields/s	69 preempts/s
24000 milliseconds	2647 MB/s	43716 short_reads/s	0 short_writes_echo/s	130 cpu_user_milliseconds	1137 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	121675 yields/s	57 preempts/s
25000 milliseconds	2626 MB/s	44533 short_reads/s	0 short_writes_echo/s	173 cpu_user_milliseconds	1096 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	121269 yields/s	113 preempts/s
26000 milliseconds	2620 MB/s	42903 short_reads/s	0 short_writes_echo/s	128 cpu_user_milliseconds	1138 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	120092 yields/s	60 preempts/s
27000 milliseconds	2616 MB/s	41654 short_reads/s	0 short_writes_echo/s	138 cpu_user_milliseconds	1128 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	117663 yields/s	131 preempts/s
28000 milliseconds	2639 MB/s	43700 short_reads/s	0 short_writes_echo/s	141 cpu_user_milliseconds	1126 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	121000 yields/s	34 preempts/s
29000 milliseconds	2646 MB/s	45381 short_reads/s	0 short_writes_echo/s	145 cpu_user_milliseconds	1126 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	122694 yields/s	39 preempts/s
