1000 milliseconds	2349 MB/s	83 short_reads/s	0 short_writes_echo/s	83 cpu_user_milliseconds	914 cpu_system_milliseconds	187 minor_page_faults/s	0 major_page_faults/s	134 yields/s	42 preempts/s
2000 milliseconds	2300 MB/s	0 short_reads/s	0 short_writes_echo/s	56 cpu_user_milliseconds	940 cpu_system_milliseconds	3 minor_page_faults/s	0 major_page_faults/s	0 yields/s	68 preempts/s
3000 milliseconds	2576 MB/s	208 short_reads/s	0 short_writes_echo/s	70 cpu_user_milliseconds	922 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	310 yields/s	4 preempts/s
4000 milliseconds	2503 MB/s	0 short_reads/s	0 short_writes_echo/s	56 cpu_user_milliseconds	942 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	0 yields/s	23 preempts/s
5000 milliseconds	2532 MB/s	0 short_reads/s	0 short_writes_echo/s	93 cpu_user_milliseconds	905 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	0 yields/s	2 preempts/s
6000 milliseconds	2489 MB/s	0 short_reads/s	0 short_writes_echo/s	85 cpu_user_milliseconds	913 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	0 yields/s	4 preempts/s
7000 milliseconds	2449 MB/s	0 short_reads/s	0 short_writes_echo/s	60 cpu_user_milliseconds	939 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	0 yields/s	3 preempts/s
8000 milliseconds	2316 MB/s	0 short_reads/s	0 short_writes_echo/s	52 cpu_user_milliseconds	944 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	0 yields/s	38 preempts/s
9000 milliseconds	2578 MB/s	0 short_reads/s	0 short_writes_echo/s	76 cpu_user_milliseconds	922 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	0 yields/s	3 preempts/s
10000 milliseconds	2204 MB/s	29 short_reads/s	0 short_writes_echo/s	69 cpu_user_milliseconds	883 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	44 yields/s	458 preempts/s
11000 milliseconds	2592 MB/s	96 short_reads/s	0 short_writes_echo/s	69 cpu_user_milliseconds	927 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	101 yields/s	4 preempts/s
12000 milliseconds	2477 MB/s	0 short_reads/s	0 short_writes_echo/s	92 cpu_user_milliseconds	906 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	0 yields/s	8 preempts/s
13000 milliseconds	2494 MB/s	44 short_reads/s	0 short_writes_echo/s	77 cpu_user_milliseconds	921 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	71 yields/s	1 preempts/s
14000 milliseconds	2599 MB/s	0 short_reads/s	0 short_writes_echo/s	53 cpu_user_milliseconds	946 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	0 yields/s	6 preempts/s
15000 milliseconds	2478 MB/s	0 short_reads/s	0 short_writes_echo/s	72 cpu_user_milliseconds	926 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	0 yields/s	13 preempts/s
16000 milliseconds	2594 MB/s	82 short_reads/s	0 short_writes_echo/s	58 cpu_user_milliseconds	938 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	118 yields/s	4 preempts/s
17000 milliseconds	2488 MB/s	0 short_reads/s	0 short_writes_echo/s	78 cpu_user_milliseconds	920 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	0 yields/s	1 preempts/s
18000 milliseconds	2452 MB/s	304 short_reads/s	0 short_writes_echo/s	66 cpu_user_milliseconds	926 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	372 yields/s	4 preempts/s
19000 milliseconds	2397 MB/s	0 short_reads/s	0 short_writes_echo/s	88 cpu_user_milliseconds	910 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	0 yields/s	4 preempts/s
20000 milliseconds	2583 MB/s	0 short_reads/s	0 short_writes_echo/s	59 cpu_user_milliseconds	940 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	0 yields/s	10 preempts/s
21000 milliseconds	2485 MB/s	0 short_reads/s	0 short_writes_echo/s	68 cpu_user_milliseconds	931 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	0 yields/s	0 preempts/s
22000 milliseconds	2534 MB/s	0 short_reads/s	0 short_writes_echo/s	78 cpu_user_milliseconds	920 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	0 yields/s	7 preempts/s
23000 milliseconds	2406 MB/s	0 short_reads/s	0 short_writes_echo/s	68 cpu_user_milliseconds	930 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	0 yields/s	13 preempts/s
24000 milliseconds	2511 MB/s	0 short_reads/s	0 short_writes_echo/s	59 cpu_user_milliseconds	939 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	0 yields/s	7 preempts/s
25000 milliseconds	2582 MB/s	0 short_reads/s	0 short_writes_echo/s	66 cpu_user_milliseconds	932 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	0 yields/s	7 preempts/s
26000 milliseconds	2584 MB/s	44 short_reads/s	0 short_writes_echo/s	63 cpu_user_milliseconds	934 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	66 yields/s	6 preempts/s
27000 milliseconds	2493 MB/s	0 short_reads/s	0 short_writes_echo/s	80 cpu_user_milliseconds	916 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	0 yields/s	40 preempts/s
28000 milliseconds	2463 MB/s	0 short_reads/s	0 short_writes_echo/s	68 cpu_user_milliseconds	929 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	0 yields/s	28 preempts/s
29000 milliseconds	2612 MB/s	0 short_reads/s	0 short_writes_echo/s	71 cpu_user_milliseconds	926 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	0 yields/s	30 preempts/s
30000 milliseconds	2570 MB/s	0 short_reads/s	0 short_writes_echo/s	68 cpu_user_milliseconds	930 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	0 yields/s	7 preempts/s
31000 milliseconds	2493 MB/s	0 short_reads/s	0 short_writes_echo/s	85 cpu_user_milliseconds	913 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	0 yields/s	5 preempts/s
32000 milliseconds	2591 MB/s	0 short_reads/s	0 short_writes_echo/s	77 cpu_user_milliseconds	920 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	0 yields/s	28 preempts/s
33000 milliseconds	2464 MB/s	0 short_reads/s	0 short_writes_echo/s	79 cpu_user_milliseconds	918 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	0 yields/s	27 preempts/s
34000 milliseconds	2594 MB/s	0 short_reads/s	0 short_writes_echo/s	61 cpu_user_milliseconds	935 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	0 yields/s	39 preempts/s
35000 milliseconds	2487 MB/s	0 short_reads/s	0 short_writes_echo/s	66 cpu_user_milliseconds	932 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	0 yields/s	15 preempts/s
36000 milliseconds	2527 MB/s	76 short_reads/s	0 short_writes_echo/s	64 cpu_user_milliseconds	932 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	102 yields/s	12 preempts/s
37000 milliseconds	2537 MB/s	0 short_reads/s	0 short_writes_echo/s	75 cpu_user_milliseconds	922 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	0 yields/s	27 preempts/s
