1000 milliseconds	2765 MB/s	43790 short_reads/s	0 short_writes_echo/s	166 cpu_user_milliseconds	1060 cpu_system_milliseconds	175 minor_page_faults/s	0 major_page_faults/s	114449 yields/s	2 preempts/s
2000 milliseconds	2708 MB/s	42451 short_reads/s	0 short_writes_echo/s	131 cpu_user_milliseconds	1108 cpu_system_milliseconds	3 minor_page_faults/s	0 major_page_faults/s	115401 yields/s	84 preempts/s
3000 milliseconds	2664 MB/s	41271 short_reads/s	0 short_writes_echo/s	144 cpu_user_milliseconds	1116 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	116749 yields/s	15 preempts/s
4000 milliseconds	2673 MB/s	41438 short_reads/s	0 short_writes_echo/s	155 cpu_user_milliseconds	1118 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	118282 yields/s	26 preempts/s
5000 milliseconds	2675 MB/s	41410 short_reads/s	0 short_writes_echo/s	131 cpu_user_milliseconds	1151 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	119190 yields/s	3 preempts/s
6000 milliseconds	2655 MB/s	40905 short_reads/s	0 short_writes_echo/s	150 cpu_user_milliseconds	1143 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	118648 yields/s	12 preempts/s
7000 milliseconds	2645 MB/s	40743 short_reads/s	0 short_writes_echo/s	128 cpu_user_milliseconds	1162 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	119068 yields/s	145 preempts/s
8000 milliseconds	2741 MB/s	43297 short_reads/s	0 short_writes_echo/s	134 cpu_user_milliseconds	1083 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	113933 yields/s	10 preempts/s
9000 milliseconds	2666 MB/s	41204 short_reads/s	0 short_writes_echo/s	149 cpu_user_milliseconds	1126 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	118334 yields/s	25 preempts/s
10000 milliseconds	2682 MB/s	41565 short_reads/s	0 short_writes_echo/s	147 cpu_user_milliseconds	1124 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	118916 yields/s	31 preempts/s
11000 milliseconds	2745 MB/s	43043 short_reads/s	0 short_writes_echo/s	131 cpu_user_milliseconds	1102 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	116642 yields/s	22 preempts/s
12000 milliseconds	2621 MB/s	40658 short_reads/s	0 short_writes_echo/s	120 cpu_user_milliseconds	1133 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	116211 yields/s	108 preempts/s
13000 milliseconds	2726 MB/s	42767 short_reads/s	0 short_writes_echo/s	129 cpu_user_milliseconds	1125 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	115682 yields/s	8 preempts/s
14000 milliseconds	2703 MB/s	42221 short_reads/s	0 short_writes_echo/s	165 cpu_user_milliseconds	1089 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	118589 yields/s	10 preempts/s
15000 milliseconds	2621 MB/s	40412 short_reads/s	0 short_writes_echo/s	116 cpu_user_milliseconds	1173 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	117826 yields/s	41 preempts/s
16000 milliseconds	2715 MB/s	42429 short_reads/s	0 short_writes_echo/s	166 cpu_user_milliseconds	1093 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	116282 yields/s	8 preempts/s
17000 milliseconds	2644 MB/s	40826 short_reads/s	0 short_writes_echo/s	121 cpu_user_milliseconds	1163 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	117796 yields/s	90 preempts/s
18000 milliseconds	2699 MB/s	42134 short_reads/s	0 short_writes_echo/s	136 cpu_user_milliseconds	1121 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	117284 yields/s	6 preempts/s
19000 milliseconds	2655 MB/s	40888 short_reads/s	0 short_writes_echo/s	135 cpu_user_milliseconds	1157 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	119525 yields/s	2 preempts/s
20000 milliseconds	2674 MB/s	41554 short_reads/s	0 short_writes_echo/s	117 cpu_user_milliseconds	1152 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	117112 yields/s	41 preempts/s
21000 milliseconds	2753 MB/s	43583 short_reads/s	0 short_writes_echo/s	144 cpu_user_milliseconds	1086 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	115216 yields/s	3 preempts/s
22000 milliseconds	2653 MB/s	41055 short_reads/s	0 short_writes_echo/s	147 cpu_user_milliseconds	1120 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	117199 yields/s	96 preempts/s
23000 milliseconds	2757 MB/s	43506 short_reads/s	0 short_writes_echo/s	157 cpu_user_milliseconds	1060 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	112949 yields/s	4 preempts/s
24000 milliseconds	2762 MB/s	43741 short_reads/s	0 short_writes_echo/s	150 cpu_user_milliseconds	1078 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	114603 yields/s	4 preempts/s
25000 milliseconds	2695 MB/s	42808 short_reads/s	0 short_writes_echo/s	155 cpu_user_milliseconds	1053 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	109017 yields/s	9 preempts/s
26000 milliseconds	2724 MB/s	42722 short_reads/s	0 short_writes_echo/s	119 cpu_user_milliseconds	1132 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	115285 yields/s	13 preempts/s
27000 milliseconds	2667 MB/s	41389 short_reads/s	0 short_writes_echo/s	130 cpu_user_milliseconds	1121 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	118040 yields/s	113 preempts/s
28000 milliseconds	2782 MB/s	44594 short_reads/s	0 short_writes_echo/s	129 cpu_user_milliseconds	1080 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	112539 yields/s	18 preempts/s
29000 milliseconds	2732 MB/s	42942 short_reads/s	0 short_writes_echo/s	142 cpu_user_milliseconds	1097 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	114868 yields/s	19 preempts/s
30000 milliseconds	2668 MB/s	41200 short_reads/s	0 short_writes_echo/s	134 cpu_user_milliseconds	1150 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	118364 yields/s	16 preempts/s
31000 milliseconds	2650 MB/s	40766 short_reads/s	0 short_writes_echo/s	136 cpu_user_milliseconds	1169 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	119681 yields/s	5 preempts/s
32000 milliseconds	2737 MB/s	43428 short_reads/s	0 short_writes_echo/s	145 cpu_user_milliseconds	1052 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	111495 yields/s	243 preempts/s
33000 milliseconds	2659 MB/s	41008 short_reads/s	0 short_writes_echo/s	136 cpu_user_milliseconds	1161 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	118824 yields/s	4 preempts/s
34000 milliseconds	2703 MB/s	42162 short_reads/s	0 short_writes_echo/s	147 cpu_user_milliseconds	1113 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	116115 yields/s	6 preempts/s
35000 milliseconds	2752 MB/s	43379 short_reads/s	0 short_writes_echo/s	152 cpu_user_milliseconds	1080 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	114514 yields/s	7 preempts/s
36000 milliseconds	2709 MB/s	42508 short_reads/s	0 short_writes_echo/s	139 cpu_user_milliseconds	1106 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	116263 yields/s	22 preempts/s
37000 milliseconds	2722 MB/s	42776 short_reads/s	0 short_writes_echo/s	129 cpu_user_milliseconds	1096 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	113439 yields/s	94 preempts/s
38000 milliseconds	2753 MB/s	43530 short_reads/s	0 short_writes_echo/s	165 cpu_user_milliseconds	1056 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	113960 yields/s	21 preempts/s
39000 milliseconds	2718 MB/s	42742 short_reads/s	0 short_writes_echo/s	124 cpu_user_milliseconds	1107 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	115683 yields/s	10 preempts/s
