1000 milliseconds	2893 MB/s	25 short_reads/s	0 short_writes_echo/s	109 cpu_user_milliseconds	873 cpu_system_milliseconds	186 minor_page_faults/s	0 major_page_faults/s	5393 yields/s	28 preempts/s
2000 milliseconds	2996 MB/s	10 short_reads/s	0 short_writes_echo/s	111 cpu_user_milliseconds	878 cpu_system_milliseconds	2 minor_page_faults/s	0 major_page_faults/s	3257 yields/s	0 preempts/s
3000 milliseconds	3028 MB/s	1 short_reads/s	0 short_writes_echo/s	102 cpu_user_milliseconds	869 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	3491 yields/s	0 preempts/s
4000 milliseconds	3001 MB/s	7 short_reads/s	0 short_writes_echo/s	106 cpu_user_milliseconds	847 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	4940 yields/s	0 preempts/s
5000 milliseconds	2908 MB/s	18 short_reads/s	0 short_writes_echo/s	103 cpu_user_milliseconds	867 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	7411 yields/s	36 preempts/s
6000 milliseconds	2948 MB/s	10 short_reads/s	0 short_writes_echo/s	107 cpu_user_milliseconds	881 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	2524 yields/s	1 preempts/s
7000 milliseconds	3028 MB/s	30 short_reads/s	0 short_writes_echo/s	92 cpu_user_milliseconds	901 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	1062 yields/s	0 preempts/s
8000 milliseconds	3047 MB/s	12 short_reads/s	0 short_writes_echo/s	115 cpu_user_milliseconds	878 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	567 yields/s	2 preempts/s
9000 milliseconds	2985 MB/s	21 short_reads/s	0 short_writes_echo/s	114 cpu_user_milliseconds	872 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	4181 yields/s	0 preempts/s
10000 milliseconds	3055 MB/s	6 short_reads/s	0 short_writes_echo/s	101 cpu_user_milliseconds	893 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	1062 yields/s	4 preempts/s
11000 milliseconds	2993 MB/s	7 short_reads/s	0 short_writes_echo/s	104 cpu_user_milliseconds	885 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	2800 yields/s	3 preempts/s
12000 milliseconds	3044 MB/s	14 short_reads/s	0 short_writes_echo/s	98 cpu_user_milliseconds	892 cpu_system_milliseconds	0 minor_page_faults/s	0 major_page_faults/s	1785 yields/s	6 preempts/s
